,Open,High,Low,Close,Volume,SMA_20,SMA_50
2000-01-11,0.03884473653819907,0.03836216696637109,0.03846774627427772,0.03770707113502521,308600.0,0.03967246333816878,0.035284479938801586
2000-01-12,0.037269949921785596,0.03635724767987433,0.03672459245709367,0.03658433250010592,257400.0,0.039854037068416705,0.035679564241139036
2000-01-13,0.03609410924819687,0.03732870341663049,0.03672459245709367,0.03837435919162819,275400.0,0.040196513058084325,0.03607907983140116
2000-01-14,0.03858227210213016,0.040625452140303005,0.03968364986280734,0.04029148837012244,1259500.0,0.04065407885830909,0.03646390220380777
2000-01-18,0.04041952315461255,0.040945825840722594,0.03954376714908269,0.0422721687921027,545100.0,0.04111108597013308,0.036851523284377324
2000-01-19,0.04199430977102603,0.040945825840722594,0.042233819336095116,0.04181671821378639,343100.0,0.04136975869968627,0.03725103887463945
2000-01-20,0.041731845334957114,0.04327111882763895,0.042104696831118525,0.04167902385290006,374100.0,0.04152339800989605,0.037628631250958416
2000-01-21,0.04108093353350621,0.040232735991401584,0.04075967073761231,0.04114943015718341,1133900.0,0.04159323405999141,0.03800459104751566
2000-01-24,0.042193782742438395,0.041142183915173304,0.03954376714908269,0.03903105537431682,535300.0,0.0413904301705145,0.03833973635002978
2000-01-25,0.03878174507354253,0.038238151340402225,0.037929735836875235,0.03863915603948651,494000.0,0.041264725280342855,0.03861960716632549
2000-01-26,0.03819382473674817,0.03836216696637109,0.03672459245709367,0.03678557810447825,484300.0,0.041048512869247634,0.038820880928378154
2000-01-27,0.036682029584991234,0.035716500279035154,0.03362565233765535,0.03452950896072533,954600.0,0.04062949656867551,0.0389869376127136
2000-01-28,0.03359544781682082,0.03293648333023294,0.03242050895787379,0.03334321908232005,405100.0,0.04012667700798897,0.03905690531678754
2000-01-31,0.03313351040933954,0.03307083359169922,0.03147361058804541,0.03300427911706139,380000.0,0.03957469286803529,0.039088857234981296
2000-02-01,0.03268207157930101,0.03293648333023294,0.03228062624414914,0.03393636402152269,193700.0,0.03907913625655866,0.039138534304873775
2000-02-02,0.03373192932357666,0.03448667865484384,0.03463711195997202,0.03505910265644198,310500.0,0.03871263666565823,0.03904804274093818
2000-02-03,0.03595762774144103,0.03584051590500403,0.03618658201969118,0.03572639071304495,225500.0,0.03845787475491038,0.0389738769746198
2000-02-04,0.0366190381203347,0.03565449246605072,0.03658470974336902,0.03671143498707792,257700.0,0.03842267738566233,0.038992768254719756
2000-02-07,0.03648255661357886,0.035520142204584444,0.03470167321246032,0.034063466508494684,453100.0,0.03820925841657091,0.038982506324788925
2000-02-08,0.03464530556109647,0.036036873979454744,0.03470167321246032,0.035991187560903276,976700.0,0.03802098042551385,0.039020522110669094
2000-02-09,0.03714396699247252,0.03687397945474463,0.03772529187066229,0.037050374952336575,1227200.0,0.03798634174466656,0.03911381238276766
2000-02-10,0.03924368248102383,0.045079680039684995,0.04049066551891107,0.045915773418633225,2021000.0,0.03847854622573862,0.03945478832728794
2000-02-11,0.047968000335954476,0.04688824125173105,0.04371872814332598,0.046710163962208194,882900.0,0.03891823399713895,0.03977244170378356
2000-02-14,0.04631972367744171,0.053347388437609805,0.04721579598644214,0.055183663093674534,1354400.0,0.0397037498886115,0.0402141711421703
2000-02-15,0.05472908420908967,0.053543746512060515,0.05125087426696078,0.05280049146294963,938500.0,0.040259086158969754,0.04062511479076449
2000-02-16,0.05289183315660728,0.05567268142452615,0.05380104374024856,0.055512011185018854,2124100.0,0.0409814702611561,0.04107104229139567
2000-02-17,0.054592602702333834,0.05618941319939645,0.05568408027115726,0.057704529085285776,1116200.0,0.04182676581151027,0.04159580007195013
2000-02-18,0.05616738931874731,0.06394038982245095,0.057362672835853015,0.06511884082531881,2001800.0,0.04309107766243656,0.04224463391439568
2000-02-22,0.0622040713483323,0.06174944709700088,0.0616021950825846,0.06312756852942422,1130200.0,0.04436209377417201,0.04287714195922399
2000-02-23,0.06167914247619448,0.06219383642338935,0.06261365470490127,0.06353005973816887,1065400.0,0.04567501151596466,0.043528774509832516
2000-02-24,0.06325392909260795,0.06232818668485562,0.06106418464518212,0.0628627716815659,509000.0,0.04705050235864276,0.04416874577642871
2000-02-25,0.06226706281298884,0.0609020069862136,0.05676010114596223,0.058562470872346735,580700.0,0.04831816633997362,0.04472848740902012
2000-02-28,0.057616193005847714,0.05696451086170191,0.058105127239468445,0.058096428420116086,1078900.0,0.049623821132556374,0.045305720967630025
2000-02-29,0.057091264133709886,0.06032326739835886,0.05878302039059558,0.06153878744227429,637600.0,0.05112892768421143,0.04596458351432618
