,Open,High,Low,Close,Volume,SMA_20,SMA_50
2010-09-08,0.0019833434255675784,0.0018767431555350893,0.0025880250881862646,0.0022942486335725044,288400.0,0.0001397115471880044,0.00010853373343953877
2010-09-09,0.002132532975278414,0.0019201862841354393,0.0026294703298120232,0.002208776625655098,376200.0,0.0002201602044827382,6.581872448684833e-05
2010-09-10,0.002022834776961623,0.0018680545298150198,0.0022012028330125172,0.0019658561821003628,386600.0,0.000293737802079699,1.6656167012997888e-05
2010-09-13,0.002084265768019026,0.0018548043755919133,0.0025419748197131986,0.0022132751523875924,360800.0,0.0003624483990574067,0.0
2010-09-14,0.0019306882903755182,0.0021591234914373606,0.002555789900255119,0.0023932162216873977,654700.0,0.00042944123111066963,2.5790194084642426e-05
2010-09-15,0.0021237571194130706,0.002332896005838757,0.0026755205982850875,0.0027800895206819766,684600.0,0.0005104624767135496,0.00010463833954133703
2010-09-16,0.002637144687535651,0.002836836297602809,0.0026985457325216203,0.002312242740502486,2684500.0,0.0005725883081475595,0.00017368083828876775
2010-09-17,0.002141308831143757,0.0020374827313563823,0.0022196229404017427,0.0019928473424953327,1198500.0,0.0006138146663341854,0.00021088856621296527
2010-09-20,0.0019877313535002507,0.0020505156699364875,0.0023854039069047773,0.002363975797926179,947500.0,0.0006697851734556081,0.00025998396172305377
2010-09-21,0.002084265768019026,0.0021374019271371857,0.0026202602761174103,0.0022357677860500684,796000.0,0.00068810799931633,0.00030995246276204743
2010-09-22,0.002075489912153683,0.0018767431555350893,0.0022196229404017427,0.001830900380125509,962900.0,0.0007072897076392733,0.0003331905022237316
2010-09-23,0.0016454729747518626,0.0015248538138722607,0.002081472134982547,0.0016914460514181598,668100.0,0.000697555706400765,0.0003294294322530561
2010-09-24,0.0016718005423478918,0.0015465753781724358,0.002150547537692144,0.001934366494972897,578900.0,0.0007075760017933484,0.00033225023473106214
2010-09-27,0.001869257299318115,0.0018159227754946002,0.0023347486115844057,0.0021278031444701864,418600.0,0.0007313384165814717,0.00033077267152829717
2010-09-28,0.0021500846870091,0.0021113360499769754,0.002661705517743169,0.0025191749701972597,1214500.0,0.0007751414221547595,0.0003239221512245632
2010-09-29,0.0022159036059991753,0.0023459289444188627,0.002832091511093509,0.0027800895206819766,1969300.0,0.0008467149606732045,0.000346488571048628
2010-09-30,0.002571325768545577,0.0023980172556106803,0.002399218987446697,0.0020715715603139974,2195800.0,0.0008454266369798724,0.0003489735637078243
2010-10-01,0.0019965072093655937,0.001789856898334391,0.0024544793096143744,0.0021592928315976524,597700.0,0.0008322571058924788,0.0003436006066068577
2010-10-04,0.0018824210831161305,0.001972318038455859,0.0024498742827670688,0.00233473537416496,643600.0,0.0008305393409680361,0.00033957088878113205
2010-10-05,0.0021983518942684877,0.002020105479916243,0.002776831188925832,0.0023932162216873977,332000.0,0.0008471444019043153,0.0003418543955490402
2010-10-06,0.002158860542874443,0.0020105479916241653,0.0024590843364616817,0.0020963134573427204,313400.0,0.0008345474591250678,0.0003406454802013254
2010-10-07,0.0019438520741735337,0.0017420694568740071,0.002468294390156294,0.0020828178771452347,141000.0,0.0008265312228110023,0.00033675008630312364
2010-10-08,0.0018824210831161305,0.0018072341497745305,0.0024913195243928274,0.0020828178771452347,267800.0,0.0008339748708169215,0.000337824677723317
2010-10-11,0.0018868090110488029,0.0017677009027482137,0.0023439586652790187,0.001997345869227827,171200.0,0.0008202327514213816,0.0003418543955490402
2010-10-12,0.0017814987406646826,0.0015869340446421603,0.0023255385578897928,0.001997345869227827,244000.0,0.0007950388658628887,0.00033272036847739806
2010-10-13,0.001974567569702235,0.001833300026934741,0.002477504443850907,0.0021323016712026807,318200.0,0.0007538125076762629,0.0003137806946964896
2010-10-14,0.002132532975278414,0.0019114542152867695,0.002495924551240133,0.0022267707325850784,294800.0,0.0007483729187488615,0.00030693017439275324
2010-10-15,0.002084265768019026,0.0018550215912349144,0.002426849148530536,0.0021323016712026807,284700.0,0.0007572480375251483,0.00030813908974047284
2010-10-18,0.0019219124345101752,0.001742026013745407,0.0024130340679886157,0.0019928473424953327,162800.0,0.0007336287698140606,0.0003167358211020195
2010-10-19,0.0017814987406646826,0.0016404559790777894,0.002311723477347873,0.001911873861310421,245200.0,0.0007130155907207498,0.0003227803978406079
2010-10-20,0.0017639470289339966,0.0017637910211741822,0.0023301435847370984,0.0021817854652601263,312500.0,0.0007353465347385034,0.00034454087409952475
2010-10-21,0.0019614037859042198,0.0018767431555350893,0.002518949685476666,0.0022267707325850784,417100.0,0.000769415539073283,0.00038282319344391797
2010-10-22,0.0019921192814329213,0.0018680545298150198,0.002564999953949732,0.0022132751523875924,161100.0,0.0007871657766258568,0.0004247322588314628
2010-10-25,0.0021062054076823847,0.0018897760941151947,0.002647890437201249,0.00227175599991003,118500.0,0.0007963271895562187,0.0004587162124950803
2010-10-26,0.0020447744166249815,0.0022764199386583034,0.002546579846560506,0.0025011808632672797,660900.0,0.0007951820129399243,0.0004933717857963172
2010-10-27,0.0022422311735952045,0.0020635486085165914,0.002611050222422796,0.002339233900897456,356500.0,0.0007671251858406941,0.0005182217123882925
2010-10-28,0.0023036621646526077,0.002115680362837011,0.0027538060546892992,0.0024247059088148637,224200.0,0.0007895992769354853,0.0005507281028491427
2010-10-29,0.002193963966335817,0.0022677313129382337,0.0027961723016845185,0.002717110146427045,280600.0,0.0008250997520406347,0.0005916969007440204
2010-11-01,0.002544998200949548,0.002658719470341377,0.002914981994345026,0.0025236734969297553,455800.0,0.0008371241065117339,0.0006227257280021056
2010-11-02,0.0024309120747000846,0.0022804167064895357,0.002795251296315058,0.0024516970692098337,322500.0,0.0008408459305146925,0.0006377700078848123
2010-11-03,0.00225539495739322,0.0025501116488405038,0.002845906591635429,0.002685620459299579,372600.0,0.0008783504646983577,0.0006722912572585301
2010-11-04,0.0028346014445058756,0.0037795521882303877,0.0033022647522035053,0.004093659326570548,1874000.0,0.001006323951569338,0.0007394532210206219
2010-11-05,0.0038306610852223365,0.0036231569252691306,0.004024793464545898,0.003886727096875774,1011000.0,0.0011211279073529226,0.0008024511430294594
2010-11-08,0.0036683077517134857,0.003636189863849236,0.004167549296812401,0.0041296475404305096,509500.0,0.0012568313363838933,0.0008733741767622267
2010-11-09,0.0038877041483470673,0.003935947451191647,0.004176805400775487,0.003972199104793179,956400.0,0.0013825144700222826,0.000937312366263741
