,Open,High,Low,Close,Volume,SMA_20,SMA_50
2022-05-18,0.33739851485148514,0.3409370473979724,0.33224648836352433,0.32967205632580376,808.0,0.537706721022396,1.0
2022-05-19,0.3306930693069307,0.3392704799317502,0.341836296920662,0.34775148209391127,479.0,0.5207342422764883,0.9850479116181855
2022-05-20,0.3574257425742574,0.35618911572723855,0.3130668712492492,0.3310038832481612,1064.0,0.5047674422867534,0.9702637868408757
2022-05-23,0.3346534653465347,0.33337301351110066,0.33546159786399626,0.3315301294665459,249.0,0.48833285063294846,0.9575894275467604
2022-05-24,0.2881188118811881,0.28917673551177514,0.29814967167523854,0.2973740064296812,666.0,0.4732004501944854,0.9457114692679688
2022-05-25,0.29826732673267325,0.2986553379759142,0.303224699309029,0.3069062957503747,5156.0,0.458768857393198,0.9334153449964515
2022-05-26,0.2965346534653465,0.3172951014820547,0.3012057922443684,0.3256516349796609,635.0,0.44424590590641966,0.9197419191679909
2022-05-27,0.34129207920792076,0.3400244033093269,0.3526424969842575,0.3485096756976503,61.0,0.433463088084877,0.9045764694715851
2022-05-31,0.3693069306930693,0.3680931690573975,0.3682890267353767,0.3639728347212765,657.0,0.42193033716927386,0.8883274960698896
2022-06-01,0.3631188118811881,0.36189314128127303,0.33156510722920146,0.3276793040580816,107.0,0.4084127711523586,0.8714851833124675
2022-06-02,0.32103960396039605,0.3392332797650935,0.3319941249804418,0.34771407122530573,547.0,0.39389260588552294,0.8536562428348073
2022-06-03,0.32074257425742575,0.31943535107037285,0.3316912889207427,0.3278040069534334,72.0,0.38240648749317196,0.8353150925915216
2022-06-06,0.32067079207920796,0.3193634307481698,0.33161810353964877,0.3277316792741294,80.0,0.3722093624322233,0.8155199479756506
2022-06-07,0.305940594059406,0.3143562883161717,0.3142025064731207,0.3226961763598226,522.0,0.36777164727921957,0.7955649210230381
2022-06-08,0.31231683168316837,0.3109933932504019,0.3231008393606121,0.31931423383788127,51.0,0.3642441461885611,0.7747735620849736
2022-06-09,0.2903465346534653,0.2889808146340496,0.2911491114285281,0.28773696667689225,276.0,0.3624210784870825,0.7521472799958041
2022-06-10,0.2638762376237624,0.2624595758188997,0.2737133252913535,0.2705055205971772,257.0,0.3597606783712345,0.7307459437977936
2022-06-13,0.21089108910891088,0.2093724579886118,0.21048115602618517,0.21243637034764676,1971.0,0.35082703073273913,0.708842855945381
2022-06-14,0.20853960396039603,0.20701644743368455,0.21145527868488395,0.20897711203058716,430.0,0.3438762918345425,0.6865504411342234
2022-06-15,0.20643564356435645,0.21135646687697165,0.2063171602053228,0.2158831583751711,2089.0,0.33540515670654136,0.6636519312407708
2022-06-16,0.18598762376237624,0.18978037021605862,0.19420371781735954,0.19480088688699174,1688.0,0.3274751348200505,0.6421079052070461
2022-06-17,0.19455445544554456,0.1930043846596433,0.1962226248820201,0.1939229785037149,184.0,0.3184304783133104,0.6205359908767242
2022-06-21,0.20643564356435645,0.2220205146519057,0.21359784380725488,0.21109456719366107,2295.0,0.3113801687129496,0.6019276042004212
2022-06-22,0.19653712871287127,0.1972204035474079,0.19292675909896176,0.19066573887712526,362.0,0.30309776332528016,0.5837098121327086
2022-06-23,0.1914628712871287,0.18990685078269154,0.19988441757054815,0.19754185652682482,65.0,0.2972279311217102,0.5663628955087326
2022-06-24,0.2089108910891089,0.20738844910025203,0.20808370388690078,0.20846583015964462,869.0,0.29143992579856365,0.5505957082763749
2022-06-27,0.1903960396039604,0.18928436799396864,0.19713870396260982,0.19482832152396917,294.0,0.28374790575244435,0.5332982299963667
2022-06-28,0.19257425742574258,0.19102037577128347,0.17754773453391004,0.1754669499916449,1473.0,0.27357351038050226,0.5166355273764038
2022-06-29,0.1646039603960396,0.16299625022320105,0.16291065831512108,0.16100141413083327,1574.0,0.2616393971499903,0.4999084122986755
2022-06-30,0.1448019801980198,0.14315616133960282,0.15008302755303413,0.14832411778936683,274.0,0.25109384795304485,0.48245580536884575
2022-07-01,0.14653465346534653,0.14702497867190448,0.1540779399072312,0.154417101256257,305.0,0.23972856352031557,0.46570840789359225
2022-07-05,0.149009900990099,0.16852915501061447,0.1566015737380569,0.17604307736817032,510.0,0.2308054741889717,0.4510839277686781
2022-07-06,0.15924009900990096,0.15762206614685634,0.1670317523608594,0.16507421069302386,111.0,0.2212417009139534,0.4371863656019413
2022-07-07,0.18044554455445544,0.18928436799396864,0.18865172338954303,0.19691584799215867,405.0,0.2138461933270032,0.4240308539634104
2022-07-08,0.20135891089108912,0.202056425212785,0.20997390562618923,0.20976024621339656,312.0,0.2074047461057077,0.4130719418224781
2022-07-11,0.1909727722772277,0.18941580858282248,0.1889040867726256,0.18669021057330906,239.0,0.20146349868571067,0.40145599092109174
2022-07-12,0.1740049504950495,0.17241533242068927,0.1820852281617346,0.17995126610849652,3.0,0.1961391790182974,0.388981128021384
2022-07-13,0.1670792079207921,0.1751483046644049,0.17502410070308436,0.17992133741361205,336.0,0.19422739220811597,0.37779990178882833
2022-07-14,0.17444306930693068,0.17285429438723887,0.18253191134979077,0.18039271435804197,16.0,0.19254671501002674,0.3657372627731964
2022-07-15,0.18366336633663366,0.1820923357736643,0.19193244736961643,0.18968308006175288,7.0,0.1910062286680035,0.3540503234804721
